dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,is_unknown_target,binary_prob,binary_pred,anomaly_score,unknown_by_anom,mc_pred,mc_max_prob,mc_top1_class,mc_top1_prob,mc_top2_class,mc_top2_prob,mc_top3_class,mc_top3_prob,unknown_pred,mode,mc_conf_min,final_decision
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,10,5,0,Exploits,1,0,0.999881303264762,1,-0.0710557969899761,0,Exploits,0.3587090545230071,Exploits,0.3587090545230071,DoS,0.2345931612912698,Analysis,0.191173820231181,0,anomaly_only,0.6,attack:Exploits
3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,4,3,3,6,0,0,0,21,5,0,Exploits,1,0,0.9999941667226576,1,-0.0202363151935239,0,Backdoor,0.287882662140386,Backdoor,0.287882662140386,Exploits,0.244667017833949,Analysis,0.2415069726996163,0,anomaly_only,0.6,attack:Backdoor
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,25,25,25,25,0,0,0,25,25,0,Generic,1,0,0.9999979092029874,1,0.0407731420550391,0,Generic,0.9998914109066264,Generic,0.9998914109066264,Exploits,3.1116982699808075e-05,Fuzzers,2.812669735176132e-05,0,anomaly_only,0.6,attack:Generic
8e-06,isis,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,DoS,1,0,0.9998099641380642,1,-0.0590561350918427,0,Backdoor,0.9173357778491,Backdoor,0.9173357778491,Exploits,0.0398611070128827,DoS,0.0250964768249752,0,anomaly_only,0.6,attack:Backdoor
5e-06,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,DoS,1,0,0.9998384197673924,1,-0.0428025026535122,0,Exploits,0.4899795983568002,Exploits,0.4899795983568002,DoS,0.2990958697499049,Backdoor,0.065105749075313,0,anomaly_only,0.6,attack:Exploits
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,4,4,4,4,0,0,0,4,12,0,Generic,1,0,0.9999836518678472,1,-0.077856509739637,0,Generic,0.997772369780159,Generic,0.997772369780159,Exploits,0.000982512597043,DoS,0.000622718795628,0,anomaly_only,0.6,attack:Generic
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,46,2,40,40,23,46,0,0,0,40,46,0,Generic,1,0,0.99999800080426,1,0.1062585958208195,1,Generic,0.9998628054813604,Generic,0.9998628054813604,Exploits,5.606162055967363e-05,Fuzzers,2.808670443974352e-05,1,anomaly_only,0.6,unknown
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,2,5,5,3,5,0,0,0,5,5,0,Generic,1,0,0.999966033501844,1,-0.0854814751573022,0,Generic,0.9989132273949412,Generic,0.9989132273949412,Exploits,0.000430181943853,DoS,0.0003353061034949,0,anomaly_only,0.6,attack:Generic
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,7,7,4,7,0,0,0,7,11,0,Generic,1,0,0.999989588073542,1,-0.0621010630681238,0,Generic,0.998934757155923,Generic,0.998934757155923,Exploits,0.0004144034773383,DoS,0.0003328939993786,0,anomaly_only,0.6,attack:Generic
1.2e-05,sctp,-,INT,2,0,640,0,83333.33039,254,0,213333328.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,320,0,0,0,6,2,2,2,2,2,0,0,0,5,2,0,Exploits,1,0,0.9990466160756134,1,-0.0586179639609832,0,Exploits,0.3393471733343025,Exploits,0.3393471733343025,DoS,0.3146036539652148,Fuzzers,0.1370969582787641,0,anomaly_only,0.6,attack:Exploits
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,7,7,4,7,0,0,0,9,11,0,Generic,1,0,0.9999929638355114,1,-0.0683377923790201,0,Generic,0.9988690964989068,Generic,0.9988690964989068,Exploits,0.0003939038973038,DoS,0.0003734688969239,0,anomaly_only,0.6,attack:Generic
3e-06,leaf-1,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,4,6,0,Reconnaissance,1,0,0.999790838757084,1,-0.0557689070466752,0,Exploits,0.3989163664374217,Exploits,0.3989163664374217,DoS,0.354387246105276,Reconnaissance,0.0562713348498345,0,anomaly_only,0.6,attack:Exploits
2.539303,tcp,-,FIN,30,42,3838,33392,27.960428,62,252,11691.39648,102695.8984,12,19,87.562172,60.413633,4172.522255,3506.885575,255,1877885168,2198616639,255,0.144286,0.062257,0.082029,128,795,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,0,0.9994528387624272,1,-0.0739968667380684,0,Exploits,0.8844168835464321,Exploits,0.8844168835464321,Generic,0.1010181325312884,DoS,0.0124761871762084,0,anomaly_only,0.6,attack:Exploits
2e-06,sat-mon,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,19,2,4,4,4,4,0,0,0,4,18,0,Fuzzers,1,0,0.99992919279964,1,-0.0393823357494866,0,Fuzzers,0.3122374763053903,Fuzzers,0.3122374763053903,Exploits,0.2077992463430716,DoS,0.1765335367593496,0,anomaly_only,0.6,attack:Fuzzers
0.201833,tcp,http,FIN,10,6,1308,268,74.318869,254,252,46692.07031,8878.62793,2,1,20.555,37.485,1029.959401,56.74282,255,2213049113,3720986296,255,0.059694,0.014399,0.045295,131,45,1,0,1,1,1,1,1,1,0,0,1,1,2,0,Worms,1,1,0.99440792187307,1,-0.08571780667162,0,Exploits,0.9286887523329942,Exploits,0.9286887523329942,DoS,0.0469070014323701,Reconnaissance,0.0116944714923671,0,anomaly_only,0.6,attack:Exploits
4.23501,tcp,http,FIN,46,236,2314,308456,66.351671,254,252,4276.730957,580209.25,2,116,94.089292,17.785219,4511.060777,2129.54145,255,3840933853,1541394341,255,0.206742,0.108835,0.097907,50,1307,1,149237,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9968860887672776,1,0.0506409581886332,1,Exploits,0.8692727228380602,Exploits,0.8692727228380602,DoS,0.0847507854767003,Generic,0.032687051274531,1,anomaly_only,0.6,unknown
0.196822,tcp,http,FIN,10,6,1022,268,76.210992,254,252,37394.19141,9104.672852,2,1,20.148333,36.926398,1068.815062,61.553535,255,2705486571,623528626,255,0.064706,0.012189,0.052517,102,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9990861726120164,1,-0.0883156058640437,0,Exploits,0.8967892780446636,Exploits,0.8967892780446636,Reconnaissance,0.0679247175684676,DoS,0.0261416795928038,0,anomaly_only,0.6,attack:Exploits
1.260943,tcp,http,FIN,10,6,1282,268,11.895858,254,252,7321.504395,1421.158569,2,1,138.352778,245.242,9637.030379,450.915937,255,560953154,4194638564,255,0.098667,0.034732,0.063935,128,45,1,0,4,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.916711393376204,0,-0.0737422795719119,0,,,,,,,,,0,anomaly_only,0.6,benign
5e-06,udp,-,INT,2,0,92,0,200000.0051,254,0,73600000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,19,1,0,Worms,1,1,0.9924444073659944,1,-0.084983866904228,0,DoS,0.4636634522893939,DoS,0.4636634522893939,Generic,0.3473804271663707,Exploits,0.1021221093643104,0,anomaly_only,0.6,attack:DoS
0.678688,tcp,http,FIN,10,6,1306,268,22.101467,254,252,13862.04004,2640.388672,2,1,71.071667,114.114398,3585.672173,175.462531,255,94971482,1211350451,255,0.187901,0.10811,0.079791,131,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Worms,1,1,0.9935314881599108,1,-0.0783796780526663,0,Exploits,0.9230911286951026,Exploits,0.9230911286951026,DoS,0.0416549755479599,Fuzzers,0.0116745579127336,0,anomaly_only,0.6,attack:Exploits
6e-06,udp,-,INT,2,0,2050,0,166666.6608,254,0,1366666624.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1025,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Worms,1,1,0.9640554239146129,1,-0.0412098501829754,0,Fuzzers,0.5637656054192914,Fuzzers,0.5637656054192914,Exploits,0.3254832060574425,DoS,0.0855791244383675,0,anomaly_only,0.6,attack:Fuzzers
0.928794,tcp,http,FIN,10,6,1302,268,16.149975,254,252,10094.81055,1929.383667,2,1,96.318667,157.907406,5106.424147,254.466859,255,1102451960,1730706679,255,0.239367,0.139249,0.100118,130,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.994528551584258,1,-0.0807866820486086,0,Exploits,0.82509632026637,Exploits,0.82509632026637,DoS,0.0843257901402722,Reconnaissance,0.0538125528578766,0,anomaly_only,0.6,attack:Exploits
0.226263,tcp,http,FIN,10,6,1302,268,66.294533,254,252,41438.50391,7919.986816,2,1,23.494667,42.942801,1241.200823,68.33443,255,701662753,752664488,255,0.058136,0.011539,0.046597,130,45,1,0,1,1,1,1,1,1,0,0,1,1,2,0,Worms,1,1,0.9883773234072768,1,-0.0847235229888061,0,Exploits,0.9349116099993572,Exploits,0.9349116099993572,DoS,0.0345729956413278,Reconnaissance,0.0171370674952823,0,anomaly_only,0.6,attack:Exploits
0.390372,tcp,http,FIN,14,6,8682,268,48.671523,254,252,165216.7656,4590.493164,4,1,24.145231,70.977797,1517.354638,95.391852,255,2048442348,1642264782,255,0.072417,0.035482,0.036935,620,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9957411426223894,1,-0.0750267007625826,0,Exploits,0.8903115675601695,Exploits,0.8903115675601695,DoS,0.0934903637399757,Generic,0.0104112588876393,0,anomaly_only,0.6,attack:Exploits
5.566142,tcp,http,FIN,64,376,3114,482584,78.869708,254,252,4406.642578,691755.25,2,185,88.351463,14.691118,4387.322053,1946.498734,255,2449907520,1243303547,255,0.153739,0.071058,0.082681,49,1283,1,233472,3,1,1,3,1,2,0,0,1,3,1,0,Worms,1,1,0.9994446337301692,1,0.0605185402276623,1,Exploits,0.9302296197212244,Exploits,0.9302296197212244,DoS,0.0425194613457626,Generic,0.0168771148251685,1,anomaly_only,0.6,unknown
0.328449,tcp,http,FIN,10,6,1296,268,45.669189,254,252,28424.50391,5455.945801,2,1,34.029222,56.455,1681.684053,78.133281,255,1738862795,734401623,255,0.095843,0.046171,0.049672,130,45,1,0,1,1,5,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9983108543499336,1,-0.0889020831542183,0,Exploits,0.9051068906485924,Exploits,0.9051068906485924,DoS,0.0598032635166837,Reconnaissance,0.0169206534952501,0,anomaly_only,0.6,attack:Exploits
0.198608,tcp,http,FIN,10,6,1294,268,75.52566,254,252,46926.60938,9022.798828,2,1,20.580556,38.292,1099.949351,64.418328,255,4197198648,1509543957,255,0.053521,0.007142,0.046379,129,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.998322968733756,1,-0.0832767763482011,0,Exploits,0.921358896012915,Exploits,0.921358896012915,DoS,0.0509246623224831,Reconnaissance,0.0147220291197064,0,anomaly_only,0.6,attack:Exploits
0.689624,tcp,http,FIN,10,6,1302,268,21.750983,254,252,13595.81445,2598.517334,2,1,67.247333,123.945602,3623.624485,183.511219,255,2713458037,1858762884,255,0.103933,0.069892,0.034041,130,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9933190957827828,1,-0.0925405171914581,0,Exploits,0.8920339796648069,Exploits,0.8920339796648069,DoS,0.0518023837447578,Generic,0.0191386314364959,0,anomaly_only,0.6,attack:Exploits
0.716176,tcp,http,FIN,10,8,1314,354,23.737183,254,252,13214.62891,3462.836182,2,1,70.949222,95.113711,5325.112416,119.182578,255,1751333877,699434397,255,0.099212,0.050377,0.048835,131,44,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9959517247719012,1,-0.0944077498788582,0,Exploits,0.9219776951017402,Exploits,0.9219776951017402,DoS,0.0422089082602259,Reconnaissance,0.0161532493299828,0,anomaly_only,0.6,attack:Exploits
2.008628,tcp,http,FIN,38,204,1988,263696,119.982402,254,252,7710.736328,1045107.438,2,100,54.287245,9.438502,2700.060844,1144.644601,255,1224600597,3064456751,255,0.140677,0.0688,0.071877,52,1293,1,127488,2,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9996424394017848,1,0.0346256571787699,0,Exploits,0.6218929565571396,Exploits,0.6218929565571396,DoS,0.1877368457941816,Generic,0.1680583495874107,0,anomaly_only,0.6,attack:Exploits
1e-05,udp,-,INT,2,0,808,0,100000.0025,254,0,323200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,404,0,0,0,7,2,1,1,1,1,0,0,0,2,1,0,Worms,1,1,0.8645725247256227,0,-0.1019957661388489,0,,,,,,,,,0,anomaly_only,0.6,benign
0.344051,tcp,http,FIN,10,6,1296,268,43.598187,254,252,27135.51172,5208.530273,2,1,36.186111,62.513801,1919.077426,105.955047,255,1127049042,905114555,255,0.106057,0.031473,0.074584,130,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9971081516037964,1,-0.0867878368152594,0,Exploits,0.8929489737214412,Exploits,0.8929489737214412,DoS,0.047216889518901,Reconnaissance,0.046302412599622,0,anomaly_only,0.6,attack:Exploits
0.796534,tcp,http,FIN,10,8,1296,354,21.342466,254,252,11720.78027,3113.489258,2,1,88.392556,103.41557,5089.784871,176.667234,255,2138625795,1026828012,255,0.13926,0.072619,0.066641,130,44,1,0,5,1,1,2,1,1,0,0,1,2,1,0,Worms,1,1,0.993764211187439,1,-0.0901136679999402,0,Exploits,0.889155586451381,Exploits,0.889155586451381,DoS,0.0505157990852291,Reconnaissance,0.0313009901682174,0,anomaly_only,0.6,attack:Exploits
1.180302,tcp,http,FIN,10,8,1308,354,14.403093,254,252,7984.396973,2101.157227,2,1,131.042,154.405,8204.585786,212.396578,255,2239850708,2157601874,255,0.148083,0.099457,0.048626,131,44,1,0,2,1,1,1,1,1,0,0,1,3,1,0,Worms,1,1,0.992578534624618,1,-0.0889821161614987,0,Exploits,0.9180973789591806,Exploits,0.9180973789591806,DoS,0.0310929209509581,Fuzzers,0.0218637202609901,0,anomaly_only,0.6,attack:Exploits
3.99375,tcp,http,FIN,48,236,2416,308476,70.860718,254,252,4739.405273,615299.375,2,116,84.973407,16.561085,4002.976879,1923.690198,255,2507864534,1188416310,255,0.217738,0.101218,0.11652,50,1307,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Worms,1,1,0.9934447476460496,1,0.0046442510341638,0,Exploits,0.838397727623508,Exploits,0.838397727623508,DoS,0.0965501902974916,Generic,0.0393287160427679,0,anomaly_only,0.6,attack:Exploits
0.560773,tcp,http,FIN,10,6,1306,268,26.748791,254,252,16776.8418,3195.588867,2,1,62.216222,94.112602,3096.431149,153.794734,255,488399530,924960196,255,0.146868,0.090199,0.056669,131,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Worms,1,1,0.9911051470062296,1,-0.0887076246575481,0,Exploits,0.9285797375790712,Exploits,0.9285797375790712,DoS,0.0335423145316483,Reconnaissance,0.0139912637568787,0,anomaly_only,0.6,attack:Exploits
0.544761,tcp,http,FIN,10,6,1282,268,27.535011,254,252,16946.88086,3289.515869,2,1,58.176889,89.090203,3011.273709,139.396953,255,2560477079,1214634508,255,0.157189,0.099303,0.057886,128,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9896784269772904,1,-0.0900337685329263,0,Exploits,0.9210642962868576,Exploits,0.9210642962868576,DoS,0.0319112768561733,Generic,0.0212730536438333,0,anomaly_only,0.6,attack:Exploits
1.428784,tcp,http,FIN,10,8,1292,354,11.898229,254,252,6511.831055,1735.741699,2,1,154.344444,188.606422,8772.672668,338.968969,255,3437754332,294354518,255,0.216481,0.108536,0.107945,129,44,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.98501119898404,1,-0.0753817871039922,0,Exploits,0.8459267004086899,Exploits,0.8459267004086899,Fuzzers,0.0483188610436755,Reconnaissance,0.0467460528753119,0,anomaly_only,0.6,attack:Exploits
0.489608,tcp,http,FIN,14,6,8682,268,38.806556,254,252,131729.875,3660.071045,4,1,32.29,88.456602,2140.566103,125.556797,255,4052817148,3536144038,255,0.075372,0.047323,0.028049,620,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9977682589904104,1,-0.0688263927036583,0,Exploits,0.8653837720350427,Exploits,0.8653837720350427,DoS,0.116827661918681,Generic,0.0092711171312396,0,anomaly_only,0.6,attack:Exploits
0.260798,tcp,http,FIN,10,6,1308,268,57.515777,254,252,36135.24609,6871.218262,2,1,27.180222,45.143,1448.225397,62.970301,255,1696025488,4169273562,255,0.08648,0.035079,0.051401,131,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9975668933519884,1,-0.0803625998197795,0,Exploits,0.9341182510431202,Exploits,0.9341182510431202,DoS,0.0383577160858164,Generic,0.0123619116208663,0,anomaly_only,0.6,attack:Exploits
9e-06,udp,-,INT,2,0,2050,0,111111.1072,254,0,911111104.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1025,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Worms,1,1,0.945095900608938,0,-0.0532534719807811,0,,,,,,,,,0,anomaly_only,0.6,benign
0.476089,tcp,http,FIN,10,6,1296,268,31.506714,254,252,19609.7793,3764.002197,2,1,52.898778,75.371797,2719.321673,140.007906,255,3908003714,4284050677,255,0.104906,0.070645,0.034261,130,45,0,0,1,1,1,1,1,1,0,0,0,7,1,0,Worms,1,1,0.9980525741865346,1,-0.1036587880379287,0,Exploits,0.88422861990892,Exploits,0.88422861990892,DoS,0.0729420259855836,Generic,0.01588714270581,0,anomaly_only,0.6,attack:Exploits
0.595302,tcp,http,FIN,10,6,1296,268,25.197295,254,252,15682.79688,3010.236816,2,1,59.988889,103.168398,3761.763261,170.039094,255,55797008,2490904203,255,0.143299,0.079449,0.06385,130,45,0,0,1,1,1,1,1,1,0,0,0,8,1,0,Worms,1,1,0.9950182885627444,1,-0.1053473992960906,0,Exploits,0.9033649376649716,Exploits,0.9033649376649716,DoS,0.0544497836624309,Reconnaissance,0.0157319308874363,0,anomaly_only,0.6,attack:Exploits
0.315213,tcp,http,FIN,10,6,1302,268,47.586871,254,252,29744.9668,5685.044922,2,1,28.554111,59.245199,1657.568439,81.730828,255,2993197197,4128834020,255,0.068144,0.018976,0.049168,130,45,1,0,1,1,1,1,1,1,0,0,1,1,3,0,Worms,1,1,0.9848383131910572,1,-0.0798572164800984,0,Exploits,0.9330388551405102,Exploits,0.9330388551405102,DoS,0.0342010036602777,Generic,0.0122944399338534,0,anomaly_only,0.6,attack:Exploits
7.071333,tcp,http,FIN,112,696,5090,915210,114.122756,254,252,5707.551758,1033916.5,2,346,63.705703,10.090862,3007.833895,1208.563053,255,630754509,2152988757,255,0.136165,0.04431,0.091855,45,1315,1,443364,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9999228659492444,1,0.1040866910041596,1,Exploits,0.539437199397265,Exploits,0.539437199397265,DoS,0.4037392688042228,Generic,0.0417720531855367,1,anomaly_only,0.6,unknown
1.286678,tcp,http,FIN,10,8,1302,354,13.212319,254,252,7286.98291,1927.444214,2,1,138.953333,162.000859,8987.440065,234.690859,255,268158669,2487669866,255,0.253241,0.152666,0.100575,130,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Worms,1,1,0.9957958816439554,1,-0.1023710964254333,0,Exploits,0.908744765740502,Exploits,0.908744765740502,DoS,0.0370182423387985,Fuzzers,0.0206504766967004,0,anomaly_only,0.6,attack:Exploits
0.269653,tcp,http,FIN,10,6,1006,268,55.627048,254,252,26878.99023,6645.578125,2,1,27.707444,48.263398,1360.492067,66.16818,255,2140046805,853247791,255,0.05576,0.028325,0.027435,101,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9989428224529484,1,-0.0904611540820505,0,Exploits,0.8600450603718934,Exploits,0.8600450603718934,Reconnaissance,0.0939698761124411,DoS,0.0348642435700297,0,anomaly_only,0.6,attack:Exploits
0.256677,tcp,http,FIN,10,6,1022,268,58.439205,254,252,28674.16992,6981.537109,2,1,25.012556,39.426801,1286.961789,53.508348,255,1550911366,1539411766,255,0.085167,0.059532,0.025635,102,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Worms,1,1,0.9986787897915034,1,-0.1179339749997755,0,Exploits,0.8975236631370789,Exploits,0.8975236631370789,DoS,0.0516288211062339,Reconnaissance,0.0335751154349579,0,anomaly_only,0.6,attack:Exploits
1.1e-05,udp,-,INT,2,0,808,0,90909.0902,254,0,293818176.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,404,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Worms,1,1,0.9201669914917192,0,-0.1012058798496305,0,,,,,,,,,0,anomaly_only,0.6,benign
0.553215,tcp,http,FIN,10,6,1302,268,27.114231,254,252,16948.20117,3239.246826,2,1,57.611222,97.146602,3146.843315,158.934672,255,2998926059,2446852364,255,0.154293,0.067479,0.086814,130,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Worms,1,1,0.996164753187981,1,-0.1170729725077342,0,Exploits,0.9067341983809326,Exploits,0.9067341983809326,DoS,0.0546389004842278,Generic,0.0136294186080726,0,anomaly_only,0.6,attack:Exploits
3.422533,tcp,http,FIN,62,372,3006,482406,126.514484,254,252,6914.177246,1124570.625,2,184,56.1071,9.093644,2660.789828,1101.114492,255,202555155,764567684,255,0.102029,0.048024,0.054005,48,1297,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Worms,1,1,0.9997343385444264,1,0.0152907907085786,0,Exploits,0.8571146672899328,Exploits,0.8571146672899328,DoS,0.0883481252645604,Generic,0.0284762164021545,0,anomaly_only,0.6,attack:Exploits
4e-06,udp,-,INT,2,0,92,0,250000.0006,254,0,92000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,4,1,1,1,0,0,0,1,15,0,Worms,1,1,0.9419148927210298,0,-0.0996874865973538,0,,,,,,,,,0,anomaly_only,0.6,benign
2.095087,tcp,http,FIN,38,204,2004,263720,115.03102,254,252,7453.628418,1002070.063,2,100,56.623971,9.804177,2715.093495,1200.314438,255,496428052,4288672859,255,0.157886,0.104189,0.053697,53,1293,1,127488,4,1,1,2,1,1,0,0,1,3,1,0,Worms,1,1,0.9997827135354924,1,0.0549651566308222,1,Exploits,0.7348769601936609,Exploits,0.7348769601936609,DoS,0.1406108405210075,Generic,0.1113255221128456,1,anomaly_only,0.6,unknown
0.22641,tcp,-,FIN,10,6,1314,268,66.25149,254,252,41800.27344,7914.844727,2,1,22.389,34.993801,1105.716695,46.969715,255,3056194095,3142909258,255,0.067477,0.051439,0.016038,131,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Worms,1,1,0.9770128693713244,1,-0.1308521895415773,0,Exploits,0.7884947119063408,Exploits,0.7884947119063408,DoS,0.0906448556766408,Shellcode,0.073148245499738,0,anomaly_only,0.6,attack:Exploits
0.731113,tcp,-,FIN,10,6,1308,268,20.516664,254,252,12889.93555,2451.057373,2,1,81.186444,107.014797,4007.445821,167.979797,255,2599596501,982387923,255,0.246384,0.196027,0.050357,131,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Worms,1,1,0.917556016598796,0,-0.1313060477830136,0,,,,,,,,,0,anomaly_only,0.6,benign
0.556154,tcp,-,FIN,10,6,1296,268,26.970946,254,252,16786.7168,3222.12915,2,1,58.261,91.630602,3131.494886,137.110156,255,2022114637,3163237599,255,0.230332,0.098,0.132332,130,45,0,0,4,1,1,1,1,1,0,0,0,1,1,0,Worms,1,1,0.9153075573730906,0,-0.1316896826576284,0,,,,,,,,,0,anomaly_only,0.6,benign
0.431666,tcp,http,FIN,10,8,1294,354,39.382301,254,252,21590.76758,5745.182617,2,1,47.962889,52.069145,3088.235721,113.840578,255,2285045902,209902208,255,0.097639,0.047976,0.049663,129,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1,0.9842380574562438,1,-0.0908528491878488,0,Exploits,0.8900293107863694,Exploits,0.8900293107863694,DoS,0.0643393272120574,Reconnaissance,0.0227921474700579,0,anomaly_only,0.6,attack:Exploits
0.713732,tcp,-,FIN,10,6,1308,268,21.016292,254,252,13203.83594,2510.746338,2,1,79.144556,117.764398,3826.819719,162.904703,255,3686507014,1888899032,255,0.232683,0.124904,0.107779,131,45,0,0,4,1,1,2,1,1,0,0,0,2,3,0,Worms,1,1,0.903585990958693,0,-0.1309392874108546,0,,,,,,,,,0,anomaly_only,0.6,benign
